Sha;Date
f59256607e8b237cbdd4dc8706aff18ee2811a80;11/2011
fefef8f022910fa480931bf2930b154601de8eee;11/2011
8919cdfe6238239a31a81df77f0eb76d14df329a;11/2011
cef7c2b7a00110621cc833f0eccfd6692ec828b4;11/2011
e9e3ec259d463484fa9aec237ce253b2ac0afa06;11/2011
b7ca3f42ace347ccdd56d63c9d2c4243615b964b;11/2011
8c63426af2f277ffece05e3fd45cf90131d39a80;11/2011
e1b6c245b28b8b987ec1b92f75b5b448cf3cdb65;11/2011
3760971bf7b040caf387c3434d15a39c396544a1;11/2011
734082d169e1757b47835e1c00fa4e0a9a32c20c;11/2011
f205124364a345ef673eaa1331573c853b837cd6;11/2011
c73dc014cf958abd13f48df5fc3425b4d13a99c7;11/2011
9fbc42b7cb9244ef9ca2ef95421853fa605c98ad;11/2011
1c027657e256ecefb1430850cd6f9b8ba8cd91dc;11/2011
d6ff4555ed22706486cd8c66a54a32a957dab327;11/2011
862e1c7a37198d554c238fe4ba8ae916d0c6d6ee;11/2011
6cd9c96b21e380f3fc976b7435746b7c66edd3cd;12/2011
e8d1b21606ebca983c4d5c3be25959504b34412e;12/2011
fe46b556d1556f0605edecff1278f857fc800ed1;12/2011
a352eddf1b6d7d14fcb8da6ed3d6339a8a2d87cc;12/2011
1056ecd29aa6f0af42d820f56236eb9d4f3831d3;12/2011
b0805c8504f4a1ff31ab5c7a919d1c8ff26cec81;12/2011
e31f0452e1e3b091a69c6c3a88cd7bf04ef4c189;12/2011
b368e63e3c04e861c2cd6e26b3fc6c001e287cc8;12/2011
436a8acf450710e4710601eb335f95a9d8f26737;12/2011
6ee6d088593b203d679459568ffb96d82c1976a2;12/2011
b08d3d067996ba3eafb3cb039213765e3e5b13f6;12/2011
8d7ebbf63dd43d622f2cfc48fab8605e63181dcf;12/2011
b8dae14aab61b1207dbe91d029ce6db68d77489d;12/2011
aef936013a4f4487be710f10880db9dda5dd80e3;12/2011
4186391cf91cb4ecc492eea50c8e3cc1cc37c828;12/2011
b6eac26ff1016fc22721c30f2188d598342ef6b4;12/2011
98915c3fe9fd71f8009831d65c3e539503b8a978;12/2011
deffe3f7d51cd3e061fb97b2f0f0c67229b4f0cb;12/2011
f28af3054536d2a1d421137dacd6172561940157;12/2011
573dd6af4d261b1e673175f96553fbb8143c726f;12/2011
b39a7105d02beba61bf4ae7e859e886a08c05043;12/2011
57d11797395ac2e00731f425af2fa6f19b3f6950;12/2011
92248231f5e8f31f27c77e6baa1e968686e627e3;12/2011
20284190a0e5459e105e3d4a93ef111a607f25fd;12/2011
041d9c697a4ce403e72b67806dd759c6404895fa;12/2011
ff6eac6af086741d2e38e41e82a6e6bcc836bde7;12/2011
b5c1960662993d7f18b2be076291af0426b5e710;12/2011
bf75498b4cbfbea337a57564e4f20e39a9d4fe15;12/2011
cd9d0a18eb0859c2308f2a7592e684023d0d6314;12/2011
5c3bf86014f05cc29825b3261e2fb9c6e774cfc6;12/2011
720901fa1ed63e1985aec7fef6e5239b46d7964d;12/2011
1f39064656c93660b97db349a1ba8744eecdaeeb;12/2011
bcd4d227fee40d73cf4e9b6986270552436e0f44;12/2011
7371926834a75cb1dacde371cd8f3aa0702dcd0a;12/2011
52bea4fd4757001b5fb95e3955c1101f8fc61871;12/2011
246845b816954f8744872ebd59e701e5f9f48ed1;12/2011
44b6edec43275800a0c6eaba278d145c8f70d564;12/2011
3cf6a95a3242d8d6bd74a6f78015311fa15e3d64;12/2011
ab5935cf7d0cb9d9b1dea68ecd68bb24b9ce5bbd;12/2011
393357b7852db2dc4f674041e98344f7277f137d;12/2011
03cb9f377062cb38b15ef40270a830e2db103d92;12/2011
a8a5536c85f332b548483a45745ada6aba37d0c3;12/2011
c2b9a60e95e9d5b8005bfaec01c3e78d7b5bef52;12/2011
8aed7da5af3a2794f3be7e79524615548a02c767;12/2011
b7048938d88d774d2bae575e59d8f4312d44d366;12/2011
302cc08410c063783d3b95369debbfcec040aa39;12/2011
ccf53404656e0bcea6e9cb38d8a3ab7624a405ff;12/2011
a384b05fb5c0e64663d51e00e7ab9eba933ad16a;12/2011
943cfa93a14cdc43f6f8bfecf6523e3c415a2b0f;12/2011
2d0df523c245dac8e60dfd4e91ec8ff467685dac;12/2011
cf7c9d1bd32ba8797eab1fef13c206c0d115c2d4;12/2011
940e136dbff621d40f6155578e07b963fcc0266f;12/2011
861d9ab112c95bf1ed614e4ef6b88c7c00ffd6ca;12/2011
277d4e636776c183988953af874016b103168cc3;12/2011
cf7a37b667ed9b3e379a0c917dd02ff42fea31e3;12/2011
6bbc2780447de724b7030c86c0fab5cb9e0f0237;12/2011
934240a0c10845297c1fdbe297626829f37310d9;12/2011
340dedca54f91c6766db74ed3908cdd42fe3f187;12/2011
95d077118806e6e56f761a569cb2c6a5b97f1195;12/2011
9178687355514ee90962addcadf55610590a857d;12/2011
aadc136241caec688b0707aeef94b0f299601edb;12/2011
d756afffdbcb6f2c32797dd4e250867d11b88bd2;12/2011
80adc6a73e981ee671fb35bbba2d8734bb914da0;12/2011
29504af74ce161ea406a666aa5687e6cb5174816;12/2011
782d57f40cab0fdbd96d34e2ff417a81e58348e9;12/2011
63f11b1a34414a8bd3e70fda31e3573238265a9b;12/2011
c663832deeff338b6481ea54f9ae62e29fdfa4b6;12/2011
aa656d3e66130a91dbb5cb9eced1a86925f6a8f5;12/2011
4299517dfeada14ae566ac25125e3b2fb579c378;12/2011
72c476c1d4e114f85b29cc794936c3f003369a71;12/2011
f4ebac23792e1561c2e5acebb4a86345a6ae0f3f;12/2011
54e94a1f33e9291a55f209016432c5e9198e5917;12/2011
b930ee470a432897c348198f2df2b1eb386a8523;12/2011
ea81b55b89920d55ea0d01fe2559f9527e5c32c6;12/2011
292d31a9664c64ec962f6b8e6be9ef741b77974d;12/2011
8c0ae064b0a10c1cc1d2175b563d364eac78aba9;12/2011
3fe220072cb523a4675747140438bee384004447;12/2011
cdf5c38efda92c64c129a307e3debc93fa09e124;12/2011
4bc27848cdd4c1914343eac1419681053f743d42;12/2011
c15d20e65fd4c58b246fc7026c97079fba89cf7d;12/2011
34a2a95b81e955b4c0698c71cdb2117bd737a222;12/2011
4838a0601decf70f93be5f1e48a8daf58a7011b2;12/2011
1989897c018bfb64955e304c5df83e2b8aba1925;12/2011
e455ceb45620b431ab6ea1580c6ac270a3f61c2c;12/2011
e1eb16b3783bbcda9d2b83f7b1224a51c00e5e62;12/2011
3bc27e3ded3fab45201a156501bfad6cbceecc94;12/2011
1e8707cffba2de1aa358f41da91c979bb25bdf1c;12/2011
48248b5c7b0e85c9fa2b95464c963203ae80b4ac;12/2011
aea251305ed088b3b267d16a9de03422200c2249;12/2011
997fe0c6fbe35a16ec8cf33e8702db5f5c4a43a0;12/2011
dd8612120ef0597f8d171767752e908222ae1cf0;12/2011
f410aabd060876bf0100a03f5fdb326e8d26f69c;12/2011
abeecafff2726aab78408be635fb50d194c7902f;1/2012
896ec13aa746888216ef660ecbdefc4f0e71c81d;1/2012
eb42451418cd71f76ed196f36e52d70a45582491;1/2012
eadd18742af28ba18bdf663b604028e1e4bb8733;1/2012
d0e6831b016d457c501b9236b24141253da465a0;1/2012
998b792651509b3298c167acc27c8f5ea2fece4d;1/2012
a3094ef9cd940bf5c309d7abd496f4693e31f621;1/2012
130c34e652706acbc9e9c9c49352e8dc9d9cd920;1/2012
a6fcc6ed17f7861b0ed8a46bc54903c313c4908b;1/2012
8833764ffec48c869c10b504093bbe0b78c1f304;1/2012
83e2eecc662e19b20559b8483c41d7db865d401c;1/2012
317710d07a1b836478a2bd4aa08c9937554d9d1b;1/2012
f7fa84ab322657e44897a495d7299d9f453639a8;1/2012
7cce193313f89b9afa7f57e288993235e9f8c165;1/2012
0eb696b1701a54a1a78973399f88003ec56ca353;1/2012
df33534846d324f2f36066cd87bea2e8ce0f0cfb;1/2012
6041cd9d03f4f8acb2a4c91767ab0c9687232383;1/2012
0644b39c8786176b5cdfde62039ca5ee0f7c2f4a;1/2012
fc5ae41661724a03e06d8352e94b18fe29c149b9;1/2012
5046c24eef630ce2f25e47d0ef13b6fc275fa1e0;1/2012
a7da0cc79471fb9a2702409d5a14b88b481a998d;1/2012
b37dfdbb13fb0c1c58f47203da6c5097242e92ce;1/2012
878293f2fe0ca7120cc16ff5ece4eac676cb800f;1/2012
26cf709faa6db019b642f362c85083a9ad7a82ac;1/2012
1600c312e2b6a51c887afd47b47c7079885f02c8;1/2012
c67f3579f05a93308303f315aff60a850ed46818;1/2012
030304ce4242201ffc0a55f409df18af3237b6ad;1/2012
225255ada7717b80f5d0abb452980038de16b26a;1/2012
e1ccf0cd44eec68f7bbea4e424da5564017b02a5;1/2012
bbe4aee5ac77533fa7492f5bef03e2cd2ec2a68b;1/2012
4cc3ce59a2272674805e8023e71bde4da6273619;1/2012
86b45723532d9b76aa8de9bcea8d29e371aa95de;1/2012
ff423ae49fa5e06e45108c54727ded93d355c0a5;1/2012
47a8b19c245dc327c61ce70ed68a4f9341991787;1/2012
8279bff0c79319e058d1a9fb1429b55d9488ee89;1/2012
d9df90fd2fae8801b596d020b267774aef520bc5;1/2012
9a6881b93f1ccdbed1d6d66b575de3c3acf9dd59;1/2012
a5e14a22a85fa205fcb4b3127e4014db75fb2c57;1/2012
02dabc54ee827bcf46a2a469bab2215235ebed81;1/2012
06a8c4a8f93d46ddf224121cf02e61e835a7cc09;1/2012
7028d12d4b854ed3f00c5492bbf29660d25b2e7d;1/2012
ff82ec375a47ef163b38e806cb95c07c1f86ee4b;1/2012
102824902199a35331afa517bc4dd2c6666f96f8;1/2012
36395919fb4aecc38d0f1fb75ea066175df4f7b1;1/2012
ee769e8009a4b06a45b7217f7ae866e50cf0edd8;1/2012
3840655f40ebb063a1cccc5465b0c87b91977168;1/2012
ca387422892b28bdfcf7595d8a9e58a3f08e1460;1/2012
a6dc3ad29b675b453dd603f16b546a2cd645f109;1/2012
95e062453070df1a59648e5e407522bdcd95ae11;1/2012
20e1ef9bff4092d6438ebda32ec985b616bddd8c;1/2012
d3f28a69c521db40cb52797f4582f1973aecdf02;1/2012
619f2fdef79df82fea98cfb6d8bfc12ecbc7f31e;1/2012
d809dd629b3781d4c8aa14b192ee5d4da915c4ac;1/2012
38bae1704454ad1c9867cb28b5c6cd7e1b83d219;1/2012
51fab9ed23d65045b76ddefaa60eb24a767c5050;1/2012
46f860bf5ca1dab7c485e8b193998da6883d085e;1/2012
0876c314a8e53bcec66e578b4edcf32e2d76cbc9;1/2012
64a686be70b54cd972b80c3d75ef2f10af5ef1d2;1/2012
ff3364a975bc28f68703df65ec2461c92a25dd5d;1/2012
79f792128b6de251e83621f257ec5020f2cfd9fd;1/2012
3038ff09373454946cff602d8a1c6e2ad7c28760;1/2012
9576260c5c45bdaeb3b5b4481edf78ae4a3672b6;1/2012
de3de421a7d0a6ef5bfd8ce5f606dd1e5c9e82c6;1/2012
0ae5b15f215e5ac4cf8e3f66c07b8489923f78f2;1/2012
f099259c0128e60276f7931ecd18c39af1b2d94d;1/2012
9dacabe703968ea4ae0d23e600f734fd7f843ced;1/2012
53ce477c78f9d0a051e6d1d644309079ab6d5e85;1/2012
f2266958346807d8f62f3c790bccf26cb7880def;1/2012
5771c1c18ee6ed1c77bbe5bbc1bd48b4dc07f91d;1/2012
139026a453e7da8fa9523ca377830b2ca5a4c0ff;1/2012
25294526e61e8029393667061b921dac54395b96;1/2012
58eb7bd911381d337a981914523aa3536ff1bbae;1/2012
d29cf6a591869989edb42629287420fcadd321c0;1/2012
c4eadcf58df045e49d02a6a84743f53e9186c9a1;1/2012
f03481678ee0079c9dacb65a9df42f638b866e73;1/2012
e3af1b19e782858b7f5ba7d95d1d7b1403f0be4d;1/2012
c5c375221cfc333d76cfa88e2bf576036fb21414;1/2012
60613149b802e88064383461319ef708aa69e69d;1/2012
e7003a75b65f34483a520e04ac71a8ee73bb08bd;1/2012
f16fa2bfc80569dae5a95680bba199abb96db389;1/2012
0b5135f5e2e60ad9297f12021c209344919f1d44;1/2012
baae324079cf5a62f1c72e29c2196c336b53f070;1/2012
51240693d9e186db58594984bda264b2ebbfe74b;1/2012
4c5632d0245cfffb6c1b2cca8e8736f151c15a2b;1/2012
a62fcce5e672dcf777673941c864aa93b0cc6d5a;1/2012
8a64e433605c6bc9c4ad5a341afcf13b71dc1888;1/2012
00366779dfea99d451989970ee426efa682d625d;1/2012
75f1d1a4af7cbab27241fd2f31c72303f512b1d8;1/2012
4925294d907f1894d38b65782f4de4d0f92816ef;1/2012
c28b350ac979603a5a761ead5c117e047c65b056;1/2012
806de3c1720719b0c430da85ea2cffceb1661236;1/2012
3e53314576071cbb44ada8528d5f2919bea51e5d;1/2012
19cb2974b7ca77d02c406088eb57005b3265230c;1/2012
7dcc258e12139c987a919da38e5bfeee789610c9;1/2012
331d20229de450bc0930bb5ac081c4f8d638e34d;1/2012
e12b26878d95ab02325baed7902f8c55cfb245ff;1/2012
a79a8797b95ed7fbe6b3c13b815a9c995cf43599;1/2012
5b6c87fb1c31436cf4db1ba399471f66dd97b2d8;1/2012
1c801a983b301ed72440ec8ca305906997558b0f;1/2012
d46e82e92538c0625f117c91f8fb85c7df80bb84;1/2012
c6add157958739968b51c96ae0238b8e8114818d;1/2012
315934786b7e2459092d44e59ec8ea6e0168bbb2;1/2012
aff550f7c74c392feb0ee19a14ec4cc4b47bb337;1/2012
1bdfd9dc38f9ff2a598a60ba9c129333bdc0403c;1/2012
55880e2555704be0f8abc06dd996c9ce32e70838;1/2012
d0eac20d71ebcb18801146b03881b58bb5eda5d4;1/2012
09372b158987358472ce0c7489378db4255dac28;1/2012
502902cb63b5b2d3c216eb840ca464f325bc3f0f;1/2012
74a7947b8890dc8c94dd266929c62a1bf1bb4b7f;1/2012
faa5d74870c14303bdc3b15472e9a555aacf80cc;1/2012
db6b1c5a6b89a1a70e22dfa99e352d4e61c2819d;1/2012
752b4be0cdcd2b5997310b9623d013163bbfe407;1/2012
df4692c0a5bc1346ad62918998979a933dc73cf4;1/2012
21ddd27344e6bf3a03140355713ef8ff663b7b65;1/2012
9a375581ddcf3d3c2a82af4f5b4854e331fd9e30;1/2012
de4027f967e335e97c34ab69663f3f59d8ad4299;1/2012
0ee45b138a2453671ec1f98fdc5e74b285421f22;1/2012
4e2dd49ee0c7bdfc78863d648e51d7c99b68f48c;1/2012
18bd95078ee2cbc742d335d02480a8e954dfe3a0;1/2012
2d72b94c6fbdbb72ad1e5d39e2ca4481f26d41fa;1/2012
51359f38d6eec4d95c5c36ce949d3b73b78ccd1b;1/2012
bf034aade09bf0a2b33e7a5860755403c31c52dd;1/2012
a4f71940855a5d719e3a3a7d0d3a598117906dd6;1/2012
a306adbc7b940d9aa99555b5f5cedb786840929f;1/2012
a0d3dca54a66dfc9650a357687a106c9dd284bea;1/2012
b88933b196499f05638439c56348e499edfd04da;1/2012
8890121b424c024f5a11b415a308f13060f3fed7;1/2012
1a3f6d44926d4ceb6f959002c122c9ea3ec2ab62;1/2012
16b6777c0cb00ae48996637d1ae5d0a7d79cd0b4;1/2012
670bc7af82eeb07fa83b4ec4af07cefea3a25521;1/2012
9cab7bd1712d6c60c584643201c8ac2f989d278e;1/2012
b993ec7567ebe7a46bd7dc53b1dee56595d3642e;1/2012
22e48790431c407d89b329fb9ab9f976780d9b0e;1/2012
f5254d0cbe08fa710cb237a1ecc17fc219937a52;1/2012
ae28a9b02e4b13e8788ba2e545bf584f21cc8888;1/2012
ed508024e469821929eb295ff6f85e777cf1d0ec;1/2012
b13f9fe84c6ae72177e9649433e34506b8edbc08;1/2012
a5a7c8c0ba8550ccdc66ef48daf8ca4a39420546;1/2012
e159c3a53d221e59652fc598216b3c33e73ca2f0;1/2012
66c1dfd15945c87a7e8adf970d890efe65f787f0;1/2012
33272f32fad813fe062a239fca527f1019e17d25;1/2012
66810d62c8b02f107a8dc3fafae831e21c752e35;1/2012
26cc00aa45c37f949582d0551708173035454331;1/2012
ff2e570b80671b6006adccfec3390c30bed6b79b;1/2012
2e1b64047ec0b6a1139a369963f31fba0a94ab36;1/2012
93029ad7e9b3abe55af5f01205a8f377588a85e9;1/2012
306a8b9280aafe21e34d40e773e5ba8444e967b6;1/2012
b8bafcd71293136aceacca3ea9df666db83cef5f;1/2012
fe87c3e6516bfb3cf351666f62600a8a583ba87a;1/2012
5cdfc047cc5d3fbf4797c56e4befb6f6e282d58d;1/2012
17863eb328332af14568862a61b88c17e7c42ee0;1/2012
c9720b698380962933791cfee871149669ece440;1/2012
94371832f2faf2ac2018a5a33ddc5608e980e596;1/2012
b17801b5a4769113818a05879aba059216e3fad0;1/2012
ba5477f0a09ac54682668abce097f2221384510c;1/2012
e223f937a8696c73aba8e2792f7e6b88809e77c4;1/2012
facc876e99d566a89b52e1207fb4742cdc5bb0b7;1/2012
b8b4f22010bd99694f8d60f5cb0ad40e40867cd2;1/2012
80c797353095cf2420514bdc53daa110c4ea9085;1/2012
e1299809a5af84557a94df1f7b8ecb2ace3aa755;1/2012
ea8b4b9304f2f5166cda919bc3ff257a8dd13f2f;1/2012
51d59ec032cb54ddaa7f3c6b47ad348b67130141;1/2012
7989c581876f60881c77aba5a611db0948d0121c;1/2012
d56be3fc2a16681f0ce30c617bdac0d8bf3245a0;1/2012
20a29802b0566f72fadd56dc8c661b531eb8fd80;1/2012
27d1b8a5177099df6f33d5ae228b7658682709d1;1/2012
e5789d49094b63e055b4ac164e609b379ee5f0c5;1/2012
afe8ee8ff4540830b4da87174dfd2908b0ba39f8;1/2012
743645ed7439e9896535bcf4e2e9ae2d78d82414;1/2012
fc63b2d286a73944ca9035b2ac3665b5d187d90b;1/2012
238f1c934e0dcc8e5339376c167fe6326c50b5fb;1/2012
9c3a4b7614102c8e120a9736d45902f881f0fd13;1/2012
6bcd3bb4cbd0652f01f2c28a25619d7f6477e064;1/2012
a18a51f6b12ef870143d15a2d127207d8429dff9;1/2012
40595a3641e44904053e00a3056b379f738a6100;1/2012
8795c6fd923f76d81a54622eaba854886b8df66b;1/2012
3f911f6c24457afafc4b1985343bc63bd5cf9e7c;1/2012
b1d1f9e0f15a320993e36538d80c070428d3374f;1/2012
